0.0000	0.6938
0.0020	0.6976
0.0040	0.6934
0.0060	0.6951
0.0080	0.6944
0.0100	0.6983
0.0120	0.6983
0.0140	0.6973
0.0160	0.6976
0.0180	0.6996
0.0200	0.6976
0.0220	0.6870
0.0240	0.6973
0.0260	0.7002
0.0280	0.6925
0.0300	0.6893
0.0320	0.6951
0.0340	0.6918
0.0360	0.6957
0.0380	0.6928
0.0400	0.6941
0.0420	0.7009
0.0440	0.6934
0.0460	0.6957
0.0480	0.6957
0.0500	0.6986
0.0520	0.6951
0.0540	0.6986
0.0560	0.6989
0.0580	0.7002
0.0600	0.7002
0.0620	0.6876
0.0640	0.7005
0.0660	0.7028
0.0680	0.6989
0.0700	0.6918
0.0720	0.6905
0.0740	0.7002
0.0760	0.7009
0.0780	0.6976
0.0800	0.6918
0.0820	0.6996
0.0840	0.6954
0.0860	0.6957
0.0880	0.6954
0.0900	0.6954
0.0920	0.6996
0.0940	0.6973
0.0960	0.6973
0.0980	0.7002
0.1000	0.7028
0.1020	0.6970
0.1040	0.7063
0.1060	0.7089
0.1080	0.7031
0.1100	0.6947
0.1120	0.6963
0.1140	0.7002
0.1160	0.7050
0.1180	0.7015
0.1200	0.6967
0.1220	0.7031
0.1240	0.7005
0.1260	0.7009
0.1280	0.6996
0.1300	0.6973
0.1320	0.7028
0.1340	0.6983
0.1360	0.6973
0.1380	0.6980
0.1400	0.6986
0.1420	0.7054
0.1440	0.7021
0.1460	0.7031
0.1480	0.7063
0.1500	0.7063
0.1520	0.7067
0.1540	0.7067
0.1560	0.7076
0.1580	0.7099
0.1600	0.7063
0.1620	0.6986
0.1640	0.7089
0.1660	0.7115
0.1680	0.7096
0.1700	0.7021
0.1720	0.6976
0.1740	0.7070
0.1760	0.7112
0.1780	0.7060
0.1800	0.6973
0.1820	0.7009
0.1840	0.6996
0.1860	0.7028
0.1880	0.7009
0.1900	0.7070
0.1920	0.7054
0.1940	0.7105
0.1960	0.7160
0.1980	0.7063
0.2000	0.7005
0.2020	0.7018
0.2040	0.7018
0.2060	0.7038
0.2080	0.7005
0.2100	0.6976
0.2120	0.7067
0.2140	0.7002
0.2160	0.7021
0.2180	0.7047
0.2200	0.7076
0.2220	0.7057
0.2240	0.7092
0.2260	0.7118
0.2280	0.7134
0.2300	0.7096
0.2320	0.7005
0.2340	0.7121
0.2360	0.7154
0.2380	0.7076
0.2400	0.7012
0.2420	0.7092
0.2440	0.7070
0.2460	0.7115
0.2480	0.7099
0.2500	0.7044
0.2520	0.6967
0.2540	0.7096
0.2560	0.7115
0.2580	0.7070
0.2600	0.6999
0.2620	0.7005
0.2640	0.7041
0.2660	0.7044
0.2680	0.7028
0.2700	0.7005
0.2720	0.7076
0.2740	0.7034
0.2760	0.7028
0.2780	0.7041
0.2800	0.6992
0.2820	0.7086
0.2840	0.7021
0.2860	0.7009
0.2880	0.7021
0.2900	0.7005
0.2920	0.7054
0.2940	0.7005
0.2960	0.7031
0.2980	0.7054
0.3000	0.7057
0.3020	0.6980
0.3040	0.7063
0.3060	0.7096
0.3080	0.7025
0.3100	0.6983
0.3120	0.7067
0.3140	0.7002
0.3160	0.7009
0.3180	0.7050
0.3200	0.7067
0.3220	0.7021
0.3240	0.7083
0.3260	0.7092
0.3280	0.7105
0.3300	0.7025
0.3320	0.6963
0.3340	0.7044
0.3360	0.7102
0.3380	0.7031
0.3400	0.6973
0.3420	0.6999
0.3440	0.7005
0.3460	0.7083
0.3480	0.7028
0.3500	0.6989
0.3520	0.7079
0.3540	0.7018
0.3560	0.7067
0.3580	0.7028
0.3600	0.7076
0.3620	0.7115
0.3640	0.7067
0.3660	0.7089
0.3680	0.7096
0.3700	0.7147
0.3720	0.7108
0.3740	0.7125
0.3760	0.7144
0.3780	0.7173
0.3800	0.7195
0.3820	0.7073
0.3840	0.7224
0.3860	0.7228
0.3880	0.7173
0.3900	0.7166
0.3920	0.7247
0.3940	0.7215
0.3960	0.7231
0.3980	0.7257
0.4000	0.7298
0.4020	0.7315
0.4040	0.7315
0.4060	0.7311
0.4080	0.7382
0.4100	0.7382
0.4120	0.7311
0.4140	0.7414
0.4160	0.7434
0.4180	0.7472
0.4200	0.7424
0.4220	0.7369
0.4240	0.7511
0.4260	0.7540
0.4280	0.7550
0.4300	0.7469
0.4320	0.7469
0.4340	0.7572
0.4360	0.7614
0.4380	0.7543
0.4400	0.7540
0.4420	0.7617
0.4440	0.7601
0.4460	0.7621
0.4480	0.7679
0.4500	0.7627
0.4520	0.7556
0.4540	0.7685
0.4560	0.7714
0.4580	0.7666
0.4600	0.7566
0.4620	0.7617
0.4640	0.7601
0.4660	0.7656
0.4680	0.7592
0.4700	0.7530
0.4720	0.7621
0.4740	0.7505
0.4760	0.7514
0.4780	0.7521
0.4800	0.7492
0.4820	0.7456
0.4840	0.7443
0.4860	0.7424
0.4880	0.7414
0.4900	0.7356
0.4920	0.7257
0.4940	0.7340
0.4960	0.7324
0.4980	0.7292
0.5000	0.7189
0.5020	0.7147
0.5040	0.7150
0.5060	0.7173
0.5080	0.7076
0.5100	0.7112
0.5120	0.7079
0.5140	0.7099
0.5160	0.7118
0.5180	0.7083
0.5200	0.6960
0.5220	0.7028
0.5240	0.6992
0.5260	0.7015
0.5280	0.7070
0.5300	0.7031
0.5320	0.6947
0.5340	0.7105
0.5360	0.7125
0.5380	0.7096
0.5400	0.7028
0.5420	0.7057
0.5440	0.7102
0.5460	0.7147
0.5480	0.7112
0.5500	0.7118
0.5520	0.7211
0.5540	0.7170
0.5560	0.7195
0.5580	0.7231
0.5600	0.7289
0.5620	0.7279
0.5640	0.7337
0.5660	0.7376
0.5680	0.7421
0.5700	0.7431
0.5720	0.7344
0.5740	0.7479
0.5760	0.7518
0.5780	0.7505
0.5800	0.7418
0.5820	0.7495
0.5840	0.7469
0.5860	0.7508
0.5880	0.7537
0.5900	0.7592
0.5920	0.7508
0.5940	0.7640
0.5960	0.7662
0.5980	0.7634
0.6000	0.7537
0.6020	0.7614
0.6040	0.7605
0.6060	0.7614
0.6080	0.7621
0.6100	0.7659
0.6120	0.7685
0.6140	0.7672
0.6160	0.7679
0.6180	0.7740
0.6200	0.7650
0.6220	0.7637
0.6240	0.7637
0.6260	0.7669
0.6280	0.7666
0.6300	0.7701
0.6320	0.7656
0.6340	0.7701
0.6360	0.7737
0.6380	0.7727
0.6400	0.7611
0.6420	0.7643
0.6440	0.7646
0.6460	0.7698
0.6480	0.7643
0.6500	0.7685
0.6520	0.7720
0.6540	0.7669
0.6560	0.7679
0.6580	0.7714
0.6600	0.7727
0.6620	0.7630
0.6640	0.7740
0.6660	0.7753
0.6680	0.7727
0.6700	0.7601
0.6720	0.7691
0.6740	0.7624
0.6760	0.7662
0.6780	0.7717
0.6800	0.7698
0.6820	0.7614
0.6840	0.7727
0.6860	0.7769
0.6880	0.7698
0.6900	0.7637
0.6920	0.7682
0.6940	0.7666
0.6960	0.7727
0.6980	0.7650
0.7000	0.7682
0.7020	0.7730
0.7040	0.7669
0.7060	0.7672
0.7080	0.7701
0.7100	0.7737
0.7120	0.7621
0.7140	0.7756
0.7160	0.7762
0.7180	0.7743
0.7200	0.7656
0.7220	0.7656
0.7240	0.7714
0.7260	0.7740
0.7280	0.7685
0.7300	0.7682
0.7320	0.7743
0.7340	0.7669
0.7360	0.7675
0.7380	0.7691
0.7400	0.7740
0.7420	0.7630
0.7440	0.7737
0.7460	0.7753
0.7480	0.7659
0.7500	0.7675
0.7520	0.7730
0.7540	0.7672
0.7560	0.7688
0.7580	0.7746
0.7600	0.7749
0.7620	0.7656
0.7640	0.7772
0.7660	0.7795
0.7680	0.7743
0.7700	0.7662
0.7720	0.7733
0.7740	0.7685
0.7760	0.7679
0.7780	0.7759
0.7800	0.7701
0.7820	0.7627
0.7840	0.7727
0.7860	0.7746
0.7880	0.7679
0.7900	0.7666
0.7920	0.7743
0.7940	0.7669
0.7960	0.7691
0.7980	0.7698
0.8000	0.7737
0.8020	0.7740
0.8040	0.7740
0.8060	0.7724
0.8080	0.7782
0.8100	0.7685
0.8120	0.7669
0.8140	0.7698
0.8160	0.7756
0.8180	0.7679
0.8200	0.7749
0.8220	0.7656
0.8240	0.7724
0.8260	0.7737
0.8280	0.7704
0.8300	0.7769
0.8320	0.7720
0.8340	0.7756
0.8360	0.7762
0.8380	0.7795
0.8400	0.7740
0.8420	0.7669
0.8440	0.7778
0.8460	0.7811
0.8480	0.7737
0.8500	0.7669
0.8520	0.7730
0.8540	0.7682
0.8560	0.7733
0.8580	0.7688
0.8600	0.7724
0.8620	0.7766
0.8640	0.7720
0.8660	0.7714
0.8680	0.7766
0.8700	0.7785
0.8720	0.7711
0.8740	0.7778
0.8760	0.7785
0.8780	0.7791
0.8800	0.7695
0.8820	0.7695
0.8840	0.7708
0.8860	0.7749
0.8880	0.7675
0.8900	0.7743
0.8920	0.7740
0.8940	0.7701
0.8960	0.7727
0.8980	0.7746
0.9000	0.7762
0.9020	0.7650
0.9040	0.7795
0.9060	0.7811
0.9080	0.7743
0.9100	0.7682
0.9120	0.7724
0.9140	0.7701
0.9160	0.7733
0.9180	0.7685
0.9200	0.7753
0.9220	0.7730
0.9240	0.7733
0.9260	0.7711
0.9280	0.7766
0.9300	0.7746
0.9320	0.7659
0.9340	0.7775
0.9360	0.7795
0.9380	0.7798
0.9400	0.7704
0.9420	0.7682
0.9440	0.7749
0.9460	0.7804
0.9480	0.7727
0.9500	0.7711
0.9520	0.7772
0.9540	0.7701
0.9560	0.7720
0.9580	0.7753
0.9600	0.7695
0.9620	0.7695
0.9640	0.7688
0.9660	0.7711
0.9680	0.7807
0.9700	0.7753
0.9720	0.7662
0.9740	0.7807
0.9760	0.7833
0.9780	0.7785
0.9800	0.7711
0.9820	0.7746
0.9840	0.7717
0.9860	0.7733
0.9880	0.7717
0.9900	0.7772
0.9920	0.7753
0.9940	0.7743
0.9960	0.7727
0.9980	0.7788
1.0000	0.7778
1.0020	0.7682
1.0040	0.7824
1.0060	0.7830
1.0080	0.7827
1.0100	0.7698
1.0120	0.7756
1.0140	0.7740
1.0160	0.7753
1.0180	0.7740
1.0200	0.7807
1.0220	0.7695
1.0240	0.7782
1.0260	0.7788
1.0280	0.7727
1.0300	0.7791
1.0320	0.7711
1.0340	0.7807
1.0360	0.7827
1.0380	0.7814
1.0400	0.7708
1.0420	0.7762
1.0440	0.7733
1.0460	0.7753
1.0480	0.7753
1.0500	0.7814
1.0520	0.7766
1.0540	0.7804
1.0560	0.7769
1.0580	0.7830
1.0600	0.7746
1.0620	0.7695
1.0640	0.7801
1.0660	0.7827
1.0680	0.7769
1.0700	0.7724
1.0720	0.7795
1.0740	0.7730
1.0760	0.7746
1.0780	0.7817
1.0800	0.7730
1.0820	0.7769
1.0840	0.7720
1.0860	0.7759
1.0880	0.7836
1.0900	0.7766
1.0920	0.7714
1.0940	0.7817
1.0960	0.7856
1.0980	0.7811
1.1000	0.7698
1.1020	0.7769
1.1040	0.7701
1.1060	0.7749
1.1080	0.7737
1.1100	0.7811
1.1120	0.7737
1.1140	0.7820
1.1160	0.7820
1.1180	0.7849
1.1200	0.7753
1.1220	0.7724
1.1240	0.7791
1.1260	0.7836
1.1280	0.7756
1.1300	0.7785
1.1320	0.7801
1.1340	0.7756
1.1360	0.7766
1.1380	0.7801
